2024-11-05 21:27:41,036 - Starting scraping of 2426 games
2024-11-05 23:53:20,322 - Game 717128 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717138 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717109 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717117 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717116 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717119 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717121 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717115 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717114 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717112 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717123 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717124 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717125 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717120 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717122 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717118 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717126 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717101 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717100 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717105 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717099 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717098 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717108 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717107 already scraped, skipping.
2024-11-05 23:53:20,322 - Game 717093 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717113 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717102 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717111 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717104 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717103 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717106 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717110 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717090 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717081 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717086 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717087 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717092 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717094 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717095 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717089 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717097 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717091 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717088 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717068 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717069 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717078 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717073 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717074 already scraped, skipping.
2024-11-05 23:53:20,323 - Game 717072 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717080 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717084 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717082 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717096 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717079 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717085 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717077 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717083 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717076 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717075 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717071 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717063 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717065 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717057 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717060 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717055 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717062 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717067 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717066 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717058 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717064 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717059 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717070 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717061 already scraped, skipping.
2024-11-05 23:53:20,324 - Game 717054 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717045 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717052 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717053 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717049 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717056 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717048 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717051 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717050 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717037 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717041 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717035 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717032 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717031 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717034 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717047 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717040 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717043 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717044 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717046 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717038 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717042 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717039 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717036 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717022 already scraped, skipping.
2024-11-05 23:53:20,325 - Game 717026 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717020 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717017 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717029 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717018 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717025 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717021 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 718371 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717030 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717028 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717024 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717033 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717019 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717023 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717004 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717012 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717003 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717007 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717008 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717005 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717011 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717013 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717016 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717009 already scraped, skipping.
2024-11-05 23:53:20,326 - Game 717015 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717027 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717010 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717014 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717006 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717001 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716995 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716999 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717000 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 717002 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716996 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716997 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716998 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716994 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716990 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716987 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716984 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716986 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716979 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716989 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716991 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716988 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716993 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716980 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716985 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716992 already scraped, skipping.
2024-11-05 23:53:20,327 - Game 716978 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716981 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716983 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716967 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716970 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716969 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716968 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716962 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716975 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716972 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716974 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716982 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716965 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716971 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716973 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716977 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716963 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716976 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716958 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716961 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716966 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716957 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716964 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716945 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716948 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716944 already scraped, skipping.
2024-11-05 23:53:20,328 - Game 716949 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716952 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716955 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716946 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716956 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716959 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716960 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716942 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716950 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716954 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716947 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716951 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716953 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716915 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716925 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716932 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716930 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716934 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716940 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716937 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716909 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716926 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716939 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716941 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716919 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716931 already scraped, skipping.
2024-11-05 23:53:20,329 - Game 716938 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716935 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716933 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716936 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716943 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716920 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716914 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716927 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716921 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716917 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716922 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716929 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716918 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716924 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716916 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716923 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716928 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716908 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716904 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716910 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716906 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716907 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716911 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716912 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716913 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716905 already scraped, skipping.
2024-11-05 23:53:20,330 - Game 716892 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716895 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716888 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716891 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716894 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716889 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716897 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716902 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716887 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716899 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716901 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716898 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716896 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716893 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716900 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716890 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716903 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716878 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716884 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716876 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716882 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716875 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716874 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716883 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716879 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716886 already scraped, skipping.
2024-11-05 23:53:20,331 - Game 716880 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716885 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716881 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716877 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716873 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716868 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716871 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716865 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716870 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716869 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716867 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716864 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716872 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716860 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716857 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716851 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716852 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716853 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716863 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716855 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716859 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716861 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716862 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716854 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716866 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716858 already scraped, skipping.
2024-11-05 23:53:20,332 - Game 716850 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716856 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716846 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716838 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716833 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716848 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716832 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716844 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716840 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716837 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716847 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716842 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716845 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716849 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716843 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716839 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716841 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716825 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716822 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716821 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716819 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716820 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716827 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716829 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716836 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716835 already scraped, skipping.
2024-11-05 23:53:20,333 - Game 716834 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716828 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716831 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716830 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716824 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716826 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716816 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716809 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716810 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716805 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716823 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716804 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716818 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716815 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716817 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716814 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716812 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716811 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716808 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716813 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716801 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716797 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716798 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716792 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716803 already scraped, skipping.
2024-11-05 23:53:20,334 - Game 716790 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716807 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716799 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716800 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716806 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716802 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716791 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716793 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716795 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716796 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716785 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716782 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716779 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716774 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716789 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716788 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716778 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716783 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716786 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716787 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716794 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716773 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716780 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716781 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716784 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716768 already scraped, skipping.
2024-11-05 23:53:20,335 - Game 716776 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716777 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716775 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716763 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716758 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716765 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716766 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716756 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716757 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716767 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716769 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716771 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716761 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716772 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716770 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 718700 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716759 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716764 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716762 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716746 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716755 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716745 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716744 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716747 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716741 already scraped, skipping.
2024-11-05 23:53:20,336 - Game 716754 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716751 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716760 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716743 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716752 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716753 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716748 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716750 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716749 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716735 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716731 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716736 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716733 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716732 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716725 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716729 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716742 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716740 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716728 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716737 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716738 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716730 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716739 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716734 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716713 already scraped, skipping.
2024-11-05 23:53:20,337 - Game 716726 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716723 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716721 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716719 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716720 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716718 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716724 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716722 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716727 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716681 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716706 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716707 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716709 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716708 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716702 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716717 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716710 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716715 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716703 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716714 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716705 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716716 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716712 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716704 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716711 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716690 already scraped, skipping.
2024-11-05 23:53:20,338 - Game 716698 already scraped, skipping.
2024-11-05 23:53:20,339 - Game 716689 already scraped, skipping.
2024-11-05 23:53:20,339 - Game 716699 already scraped, skipping.
2024-11-05 23:53:20,339 - Game 716692 already scraped, skipping.
2024-11-05 23:53:20,339 - Game 716700 already scraped, skipping.
