home_team,away_team,year,month,day,game_pk,home_abbr,away_abbr,box_url,summary_url,home_pitchers,away_pitchers,home_batters,away_batters,home_position_players,away_position_players
rockies,yankees,2023,7,15,717394,COL,NYY,https://www.mlb.com/gameday/yankees-vs-rockies/2023/07/15/717394/final/box,https://www.mlb.com/gameday/yankees-vs-rockies/2023/07/15/717394/final/summary/all,657756(Top1)/668970(Top3)/571863(Top5)/656382(Top7)/543272(Top9),657376(Bot1)/593974(Bot7)/592454(Bot8)/605280(Bot9),595777(Bot1)/592178(Bot1)/641857(Bot1)/553869(Bot1)/543068(Bot1)/666134(Bot2)/678662(Bot2)/605612(Bot2)/686668(Bot2)/676701(Bot7)/669911(Bot9),650402(Top1)/519317(Top1)/519203(Top1)/518626(Top1)/518934(Top2)/641856(Top2)/664056(Top2)/683011(Top2)/543309(Top2)/665828(Top9),553869(Top1)(c)-543068(Top1)(1b)-605612(Top1)(2b)-641857(Top1)(3b)-678662(Top1)(ss)-595777(Top1)(lf)-686668(Top1)(cf)-666134(Top1)(rf)/676701(Top8)(2b),543309(Bot1)(c)-519203(Bot1)(1b)-650402(Bot1)(2b)-518934(Bot1)(3b)-683011(Bot1)(ss)-641856(Bot1)(lf)-664056(Bot1)(cf)-519317(Bot1)(rf)/665828(Bot7)(rf)
royals,rays,2023,7,15,717393,KC,TB,https://www.mlb.com/gameday/rays-vs-royals/2023/07/15/717393/final/box,https://www.mlb.com/gameday/rays-vs-royals/2023/07/15/717393/final/summary/all,666142(Top1)/621016(Top6)/669169(Top7)/672578(Top8)/669395(Top9),542888(Bot1)/681867(Bot3)/621363(Bot7)/687330(Bot8)/664126(Bot9),672580(Bot1)/677951(Bot1)/521692(Bot1)/669004(Bot2)/666023(Bot2)/686681(Bot2)/671221(Bot2)/668472(Bot3)/680118(Bot3)/622110(Bot7)/664728(Bot8),642350(Top1)/677551(Top1)/623912(Top1)/668227(Top1)/670623(Top1)/670042(Top2)/622534(Top2)/542194(Top2)/670764(Top2)/666139(Top7)/664040(Top7)/642336(Top9),666023(Top1)(c)-668472(Top1)(1b)-686681(Top1)(2b)-672580(Top1)(3b)-677951(Top1)(ss)-669004(Top1)(lf)-671221(Top1)(cf)-680118(Top1)(rf)/622110(Top8)(2b)/664728(Top9)(cf),542194(Bot1)(c)-670042(Bot1)(1b)-670764(Bot1)(2b)-670623(Bot1)(3b)-677551(Bot1)(ss)-668227(Bot1)(lf)-642350(Bot1)(cf)-622534(Bot1)(rf)/642336(Bot7)(c)-664040(Bot7)(2b)
royals,rays,2023,7,15,717411,KC,TB,https://www.mlb.com/gameday/rays-vs-royals/2023/07/15/717411/final/box,https://www.mlb.com/gameday/rays-vs-royals/2023/07/15/717411/final/summary/all,679525(Top1)/664199(Top7)/676092(Top8)/621295(Top9),607192(Bot1)/592094(Bot7)/642770(Bot8),672580(Bot1)/677951(Bot1)/521692(Bot1)/664728(Bot1)/669004(Bot2)/668472(Bot2)/671221(Bot2)/686681(Bot2)/670032(Bot3),664040(Top1)/677551(Top1)/668227(Top1)/670042(Top2)/666139(Top2)/666018(Top2)/670764(Top2)/642350(Top3)/642336(Top3),521692(Top1)(c)-668472(Top1)(1b)-670032(Top1)(2b)-672580(Top1)(3b)-677951(Top1)(ss)-669004(Top1)(lf)-664728(Top1)(cf)-671221(Top1)(rf),642336(Bot1)(c)-670042(Bot1)(1b)-664040(Bot1)(2b)-670764(Bot1)(3b)-677551(Bot1)(ss)-668227(Bot1)(lf)-642350(Bot1)(cf)-666139(Bot1)(rf)
angels,astros,2023,7,16,717381,LAA,HOU,https://www.mlb.com/gameday/astros-vs-angels/2023/07/16/717381/final/box,https://www.mlb.com/gameday/astros-vs-angels/2023/07/16/717381/final/summary/all,542881(Top1)/667755(Top4)/592848(Top5)/657097(Top6)/608032(Top8)/642545(Top9),664299(Bot1)/669270(Bot6)/606160(Bot7)/664208(Bot9),687263(Bot1)/660271(Bot1)/666160(Bot1)/621493(Bot2)/519058(Bot2)/642136(Bot2)/592669(Bot2)/663550(Bot2)/650859(Bot2)/623205(Bot7),643289(Top1)/608324(Top1)/663656(Top1)/547989(Top1)/676801(Top1)/673237(Top1)/676694(Top1)/666197(Top2)/455117(Top2)/676632(Top9)/667452(Top9),642136(Top1)(c)-663550(Top1)(1b)-650859(Top1)(2b)-519058(Top1)(3b)-687263(Top1)(ss)-621493(Top1)(lf)-666160(Top1)(cf)-592669(Top1)(rf)/623205(Top8)(2b),455117(Bot1)(c)-547989(Bot1)(1b)-643289(Bot1)(2b)-608324(Bot1)(3b)-666197(Bot1)(ss)-676801(Bot1)(lf)-676694(Bot1)(cf)-663656(Bot1)(rf)/673237(Bot9)(c)-667452(Bot9)(lf)
athletics,twins,2023,7,16,717379,OAK,MIN,https://www.mlb.com/gameday/twins-vs-athletics/2023/07/16/717379/final/box,https://www.mlb.com/gameday/twins-vs-athletics/2023/07/16/717379/final/summary/all,676664(Top1)/668674(Top7)/660261(Top7)/669674(Top9),657746(Bot1)/605347(Bot6)/641941(Bot7)/661395(Bot9),643393(Bot1)/680869(Bot1)/668709(Bot1)/664913(Bot2)/691016(Bot2)/672478(Bot2)/649557(Bot2)/669127(Bot3)/669397(Bot3)/607054(Bot7)/676116(Bot8)/642137(Bot9),621043(Top1)/456781(Top1)/621439(Top1)/571657(Top2)/650489(Top2)/596146(Top2)/543877(Top3)/572191(Top3)/666135(Top3)/666397(Top7)/608336(Top9),669127(Top1)(c)-691016(Top1)(1b)-680869(Top1)(2b)-649557(Top1)(3b)-669397(Top1)(ss)-643393(Top1)(lf)-668709(Top1)(cf)-664913(Top1)(rf)/607054(Top8)(3b),543877(Bot1)(c)-666135(Bot1)(1b)-456781(Bot1)(2b)-571657(Bot1)(3b)-621043(Bot1)(ss)-650489(Bot1)(lf)-572191(Bot1)(cf)-596146(Bot1)(rf)/608336(Bot7)(lf)
blue-jays,d-backs,2023,7,16,717386,TOR,AZ,https://www.mlb.com/gameday/d-backs-vs-blue-jays/2023/07/16/717386/final/box,https://www.mlb.com/gameday/d-backs-vs-blue-jays/2023/07/16/717386/final/summary/all,579328(Top1)/543351(Top5)/641835(Top6)/670950(Top7)/554340(Top8)/669952(Top9)/657024(Top9),674072(Bot1)/656464(Bot5)/612434(Bot7)/543518(Bot8)/679885(Bot8),543807(Bot1)/666182(Bot1)/665489(Bot1)/656305(Bot1)/593160(Bot2)/643376(Bot2)/672386(Bot2)/669289(Bot2)/595281(Bot2)/662139(Bot8),606466(Top1)/656896(Top1)/666971(Top1)/572233(Top1)/446334(Top1)/682998(Top2)/608348(Top2)/605113(Top2)/664983(Top2)/672695(Top7)/686527(Top7)/672515(Top9),643376(Top1)(c)-665489(Top1)(1b)-669289(Top1)(2b)-656305(Top1)(3b)-666182(Top1)(ss)-593160(Top1)(lf)-595281(Top1)(cf)-543807(Top1)(rf)/662139(Top9)(lf),608348(Bot1)(c)-572233(Bot1)(1b)-606466(Bot1)(2b)-656896(Bot1)(3b)-605113(Bot1)(ss)-666971(Bot1)(lf)-682998(Bot1)(cf)-664983(Bot1)(rf)/672515(Bot7)(c)-672695(Bot7)(ss)
braves,white-sox,2023,7,16,717391,ATL,CWS,https://www.mlb.com/gameday/white-sox-vs-braves/2023/07/16/717391/final/box,https://www.mlb.com/gameday/white-sox-vs-braves/2023/07/16/717391/final/summary/all,663465(Top1)/543521(Top2)/621294(Top4)/647336(Top5)/489446(Top8)/628452(Top9),656302(Bot1)/625643(Bot6)/607481(Bot7)/669947(Bot9),660670(Bot1)/645277(Bot1)/663586(Bot1)/621566(Bot1)/518595(Bot2)/542303(Bot2)/671739(Bot2)/606115(Bot2)/656541(Bot3)/607680(Bot7)/518586(Bot9),643217(Top1)/641313(Top1)/673357(Top1)/650391(Top1)/683734(Top2)/669394(Top2)/518735(Top2)/462101(Top2)/664874(Top2)/657757(Top2),518595(Top1)(c)-621566(Top1)(1b)-645277(Top1)(2b)-663586(Top1)(3b)-606115(Top1)(ss)-656541(Top1)(lf)-671739(Top1)(cf)-660670(Top1)(rf)/607680(Top8)(lf),664874(Bot1)(c)-683734(Bot1)(1b)-462101(Bot1)(2b)-669394(Bot1)(3b)-641313(Bot1)(ss)-643217(Bot1)(lf)-673357(Bot1)(cf)-650391(Bot1)(rf)/657757(Bot2)(rf)
cardinals,nationals,2023,7,16,717380,STL,WSH,https://www.mlb.com/gameday/nationals-vs-cardinals/2023/07/16/717380/final/box,https://www.mlb.com/gameday/nationals-vs-cardinals/2023/07/16/717380/final/summary/all,656427(Top1)/608717(Top7)/681517(Top8)/668941(Top8),680686(Bot1)/607179(Bot6)/678606(Bot6)/672851(Bot7),680977(Bot1)/502671(Bot1)/663457(Bot1)/571448(Bot1)/691023(Bot1)/676475(Bot2)/669357(Bot2)/657557(Bot2)/668800(Bot2)/666185(Bot8),682928(Top1)/657041(Top1)/608841(Top1)/642086(Top2)/660688(Top2)/572816(Top2)/545121(Top2)/671277(Top3)/669743(Top3)/656448(Top8),668800(Top1)(c)-502671(Top1)(1b)-669357(Top1)(2b)-571448(Top1)(3b)-657557(Top1)(ss)-676475(Top1)(lf)-663457(Top1)(cf)-691023(Top1)(rf)/666185(Top7)(cf),660688(Bot1)(c)-642086(Bot1)(1b)-671277(Bot1)(2b)-545121(Bot1)(3b)-682928(Bot1)(ss)-572816(Bot1)(lf)-669743(Bot1)(cf)-657041(Bot1)(rf)/656448(Bot8)(lf)
cubs,red-sox,2023,7,16,717376,CHC,BOS,https://www.mlb.com/gameday/red-sox-vs-cubs/2023/07/16/717376/final/box,https://www.mlb.com/gameday/red-sox-vs-cubs/2023/07/16/717376/final/summary/all,657006(Top1)/621074(Top7)/640470(Top8)/571466(Top9),676710(Bot1)/682175(Bot7)/607188(Bot8),643565(Bot1)/663538(Bot1)/666624(Bot1)/664023(Bot1)/641355(Bot2)/673548(Bot2)/543228(Bot2)/641820(Bot2)/670156(Bot3)/621550(Bot8)/676724(Bot8),608701(Top1)/457759(Top1)/646240(Top1)/594807(Top1)/807799(Top2)/595751(Top2)/624414(Top2)/657136(Top3)/644374(Top3)/671213(Top8)/571771(Top8)/680776(Top9),543228(Top1)(c)-641355(Top1)(1b)-666624(Top1)(2b)-670156(Top1)(3b)-663538(Top1)(ss)-664023(Top1)(lf)-643565(Top1)(cf)-673548(Top1)(rf)/676724(Top8)(1b)-621550(Top8)(lf),657136(Bot1)(c)-457759(Bot1)(1b)-624414(Bot1)(2b)-646240(Bot1)(3b)-644374(Bot1)(ss)-807799(Bot1)(lf)-608701(Bot1)(cf)-594807(Bot1)(rf)/671213(Bot8)(1b)-571771(Bot8)(2b)/680776(Bot9)(cf)
mariners,tigers,2023,7,16,717373,SEA,DET,https://www.mlb.com/gameday/tigers-vs-mariners/2023/07/16/717373/final/box,https://www.mlb.com/gameday/tigers-vs-mariners/2023/07/16/717373/final/summary/all,682243(Top1)/666374(Top6)/623437(Top7)/662253(Top8)/623149(Top9),681857(Bot1)/592741(Bot6)/669438(Bot7),641487(Bot1)/677594(Bot1)/606192(Bot1)/672284(Bot1)/553993(Bot1)/663728(Bot2)/664034(Bot2)/645801(Bot2)/543939(Bot3),656716(Top1)/682985(Top1)/679529(Top1)/681481(Top1)/663837(Top2)/595879(Top2)/665155(Top2)/668670(Top3)/670097(Top3)/668731(Top8),663728(Top1)(c)-664034(Top1)(1b)-543939(Top1)(2b)-553993(Top1)(3b)-641487(Top1)(ss)-672284(Top1)(lf)-677594(Top1)(cf)-606192(Top1)(rf),668670(Bot1)(c)-679529(Bot1)(1b)-670097(Bot1)(2b)-665155(Bot1)(3b)-595879(Bot1)(ss)-656716(Bot1)(lf)-663837(Bot1)(cf)-681481(Bot1)(rf)/668731(Bot8)(lf)
mets,dodgers,2023,7,16,717385,NYM,LAD,https://www.mlb.com/gameday/dodgers-vs-mets/2023/07/16/717385/final/box,https://www.mlb.com/gameday/dodgers-vs-mets/2023/07/16/717385/final/summary/all,453286(Top1)/641627(Top8)/548384(Top8)/502085(Top9),676272(Bot1)/660813(Bot5)/518489(Bot6)/641360(Bot7)/681911(Bot8)/623465(Bot9)/687798(Bot10),607043(Bot1)/596019(Bot1)/643446(Bot1)/624413(Bot1)/596129(Bot2)/516782(Bot2)/683146(Bot2)/592192(Bot2)/553882(Bot3)/621466(Bot9)/641645(Bot10),605141(Top1)/518692(Top1)/571970(Top1)/502110(Top2)/444482(Top2)/518792(Top2)/681546(Top3)/500743(Top3)/605131(Top3)/545350(Top5)/669257(Top8)/621035(Top9),553882(Top1)(c)-624413(Top1)(1b)-643446(Top1)(2b)-683146(Top1)(3b)-596019(Top1)(ss)-592192(Top1)(lf)-607043(Top1)(cf)-516782(Top1)(rf),605131(Bot1)(c)-518692(Bot1)(1b)-605141(Bot1)(2b)-571970(Bot1)(3b)-500743(Bot1)(ss)-444482(Bot1)(lf)-681546(Bot1)(cf)-518792(Bot1)(rf)/545350(Bot4)(cf)/669257(Bot8)(c)/621035(Bot9)(lf)
orioles,marlins,2023,7,16,717384,BAL,MIA,https://www.mlb.com/gameday/marlins-vs-orioles/2023/07/16/717384/final/box,https://www.mlb.com/gameday/marlins-vs-orioles/2023/07/16/717384/final/summary/all,680694(Top1)/641329(Top8)/660825(Top9)/543056(Top9),595345(Bot1)/666277(Bot1)/623211(Bot4)/456501(Bot5)/656945(Bot8),683002(Bot1)/668939(Bot1)/623993(Bot1)/669720(Bot1)/656811(Bot1)/602104(Bot1)/681297(Bot1)/624428(Bot2)/543510(Bot2)/663624(Bot8)/622761(Bot8),650333(Top1)/624585(Top1)/643265(Top1)/493329(Top2)/650559(Top2)/516416(Top2)/621563(Top3)/607732(Top3)/667472(Top3)/542932(Top8),543510(Top1)(c)-656811(Top1)(1b)-624428(Top1)(2b)-602104(Top1)(3b)-683002(Top1)(ss)-669720(Top1)(lf)-681297(Top1)(cf)-623993(Top1)(rf)/663624(Top9)(1b)-622761(Top9)(ss),607732(Bot1)(c)-493329(Bot1)(1b)-650333(Bot1)(2b)-516416(Bot1)(3b)-621563(Bot1)(ss)-650559(Bot1)(lf)-667472(Bot1)(cf)-624585(Bot1)(rf)/663743(Bot8)(c)-542932(Bot8)(rf)
phillies,padres,2023,7,16,717387,PHI,SD,https://www.mlb.com/gameday/padres-vs-phillies/2023/07/16/717387/final/box,https://www.mlb.com/gameday/padres-vs-phillies/2023/07/16/717387/final/summary/all,554430(Top1)/642397(Top8)/628708(Top8)/518886(Top9)/621381(Top10)/656546(Top11),607625(Bot1)/676680(Bot6)/607259(Bot8)/623352(Bot10)/657612(Bot11),656941(Bot1)/607208(Bot1)/547180(Bot1)/592663(Bot2)/681082(Bot2)/669016(Bot2)/656403(Bot2)/669742(Bot3)/679032(Bot3)/664761(Bot9)/592206(Bot11)/624641(Bot12),673490(Top1)/665742(Top1)/592518(Top1)/593428(Top1)/630105(Top2)/596142(Top2)/572761(Top2)/641525(Top3)/663757(Top3)/665487(Top8)/596059(Top12)-676946(Top12),592663(Top1)(c)-669742(Top1)(1b)-681082(Top1)(2b)-656403(Top1)(3b)-607208(Top1)(ss)-656941(Top1)(lf)-679032(Top1)(cf)-669016(Top1)(rf)/664761(Top10)(3b)/624641(Top12)(3b),596142(Bot1)(c)-630105(Bot1)(1b)-673490(Bot1)(2b)-592518(Bot1)(3b)-593428(Bot1)(ss)-665742(Bot1)(lf)-663757(Bot1)(cf)-641525(Bot1)(rf)/665487(Bot8)(rf)/596059(Bot12)(1b)
pirates,giants,2023,7,16,717388,PIT,SF,https://www.mlb.com/gameday/giants-vs-pirates/2023/07/16/717388/final/box,https://www.mlb.com/gameday/giants-vs-pirates/2023/07/16/717388/final/summary/all,674370(Top1)/621366(Top3)/675989(Top5)/622780(Top6)/670059(Top8)/670280(Top9)/660787(Top10),622072(Bot1)/663941(Bot4)/643511(Bot8)/573124(Bot8)/676254(Bot9)/518397(Bot10),656582(Bot1)/668804(Bot1)/457705(Bot1)/467793(Bot1)/680779(Bot1)/669707(Bot2)/672779(Bot2)/693304(Bot2)/641511(Bot2)/641943(Bot8)/596847(Bot10),664774(Top1)/592626(Top1)/605204(Top1)/624424(Top1)/573262(Top1)/682641(Top2)/666165(Top2)/543063(Top2)/689172(Top3)/596103(Top7)/527038(Top7)/672275(Top9)/669477(Top9),641511(Top1)(c)-467793(Top1)(1b)-693304(Top1)(2b)-669707(Top1)(3b)-672779(Top1)(ss)-656582(Top1)(lf)-668804(Top1)(cf)-680779(Top1)(rf)/641943(Top9)(cf),666165(Bot1)(c)-664774(Bot1)(1b)-689172(Bot1)(2b)-605204(Bot1)(3b)-543063(Bot1)(ss)-573262(Bot1)(lf)-682641(Bot1)(cf)-624424(Bot1)(rf)/527038(Bot7)(1b)-669477(Bot7)(2b)/672275(Bot8)(c)
rangers,guardians,2023,7,16,717377,TEX,CLE,https://www.mlb.com/gameday/guardians-vs-rangers/2023/07/16/717377/final/box,https://www.mlb.com/gameday/guardians-vs-rangers/2023/07/16/717377/final/summary/all,527048(Top1)/674003(Top6)/519293(Top9),676440(Bot1)/660853(Bot7)/663986(Bot8)/656529(Bot8),543760(Bot1)/608369(Bot1)/663993(Bot1)/666969(Bot1)/673962(Bot2)/641680(Bot2)/608671(Bot2)/677649(Bot2)/665750(Bot3)/543257(Bot7),680757(Top1)/642708(Top1)/608070(Top1)/647304(Top1)/665926(Top1)/681807(Top2)/686823(Top2)/672356(Top2)/664702(Top2),641680(Top1)(c)-663993(Top1)(1b)-543760(Top1)(2b)-673962(Top1)(3b)-608369(Top1)(ss)-608671(Top1)(lf)-665750(Top1)(cf)-666969(Top1)(rf),681807(Bot1)(c)-647304(Bot1)(1b)-665926(Bot1)(2b)-672356(Bot1)(3b)-642708(Bot1)(ss)-680757(Bot1)(lf)-664702(Bot1)(cf)-686823(Bot1)(rf)
reds,brewers,2023,7,16,717383,CIN,MIL,https://www.mlb.com/gameday/brewers-vs-reds/2023/07/16/717383/final/box,https://www.mlb.com/gameday/brewers-vs-reds/2023/07/16/717383/final/summary/all,594902(Top1)/571882(Top5)/664139(Top5)/518585(Top7)/608371(Top7)/664747(Top8)/571656(Top9),605288(Bot1)/669060(Bot6)/571948(Bot7)/642207(Bot9),670770(Bot1)/680574(Bot1)/641584(Bot1)/682829(Bot1)/663697(Bot2)/458015(Bot2)/668715(Bot2)/663886(Bot2)/666181(Bot2)/669222(Bot7),592885(Top1)/661388(Top1)/642715(Top1)/608385(Top1)/680911(Top2)/606132(Top2)/655316(Top2)/668930(Top2)/686894(Top3)/621438(Top8)/605170(Top9),663886(Top1)(c)-668715(Top1)(1b)-663697(Top1)(2b)-682829(Top1)(3b)-680574(Top1)(ss)-666181(Top1)(lf)-670770(Top1)(cf)-641584(Top1)(rf)/669222(Top8)(lf),661388(Bot1)(c)-680911(Bot1)(1b)-668930(Bot1)(2b)-655316(Bot1)(3b)-642715(Bot1)(ss)-592885(Bot1)(lf)-686894(Bot1)(cf)-606132(Bot1)(rf)/663368(Bot8)(rf)
rockies,yankees,2023,7,16,717378,COL,NYY,https://www.mlb.com/gameday/yankees-vs-rockies/2023/07/16/717378/final/box,https://www.mlb.com/gameday/yankees-vs-rockies/2023/07/16/717378/final/summary/all,502624(Top1)/656234(Top6)/664875(Top6)/572955(Top8)/453268(Top9)/571863(Top10)/668970(Top11),543037(Bot1)/593974(Bot7)/592454(Bot8)/605280(Bot8)/641656(Bot9)/598286(Bot11)/676760(Bot11),678662(Bot1)/592178(Bot1)/641857(Bot1)/543068(Bot1)/666134(Bot2)/669911(Bot2)/605612(Bot2)/686668(Bot2)/642851(Bot3)/595777(Bot8)/553869(Bot8)-676701(Bot8),650402(Top1)/519317(Top1)/519203(Top1)/518934(Top2)/664056(Top2)/643396(Top2)/683011(Top3)/665828(Top3)/624431(Top3)/641856(Top9)/672724(Top9)/543309(Top11),642851(Top1)(c)-669911(Top1)(1b)-605612(Top1)(2b)-641857(Top1)(3b)-678662(Top1)(ss)-666134(Top1)(lf)-686668(Top1)(cf)-592178(Top1)(rf)/553869(Top9)(c)-676701(Top9)(2b),624431(Bot1)(c)-519203(Bot1)(1b)-650402(Bot1)(2b)-518934(Bot1)(3b)-683011(Bot1)(ss)-643396(Bot1)(lf)-664056(Bot1)(cf)-665828(Bot1)(rf)/543309(Bot9)(c)-672724(Bot9)(3b)
royals,rays,2023,7,16,717382,KC,TB,https://www.mlb.com/gameday/rays-vs-royals/2023/07/16/717382/final/box,https://www.mlb.com/gameday/rays-vs-royals/2023/07/16/717382/final/summary/all,663903(Top1)/605130(Top9),621107(Bot1)/630023(Bot4)/518617(Bot8),686681(Bot1)/677951(Bot1)/521692(Bot1)/669004(Bot1)/672580(Bot2)/664728(Bot2)/671221(Bot2)/668472(Bot2)/670032(Bot2)/666023(Bot2),664040(Top1)/677551(Top1)/668227(Top1)/670042(Top2)/666139(Top2)/670623(Top2)/666018(Top3)/622534(Top3)/642336(Top3),521692(Top1)(c)-668472(Top1)(1b)-686681(Top1)(2b)-672580(Top1)(3b)-677951(Top1)(ss)-670032(Top1)(lf)-664728(Top1)(cf)-671221(Top1)(rf)/666023(Top3)(c)/680118(Top8)(lf),642336(Bot1)(c)-666018(Bot1)(1b)-664040(Bot1)(2b)-670623(Bot1)(3b)-677551(Bot1)(ss)-668227(Bot1)(lf)-622534(Bot1)(cf)-666139(Bot1)(rf)
angels,yankees,2023,7,17,717369,LAA,NYY,https://www.mlb.com/gameday/yankees-vs-angels/2023/07/17/717369/final/box,https://www.mlb.com/gameday/yankees-vs-angels/2023/07/17/717369/final/summary/all,656288(Top1)/623474(Top6)/622103(Top7)/519043(Top8)/571901(Top10),622663(Bot1)/650633(Bot7)/676760(Bot7)/598286(Bot9),687263(Bot1)/660271(Bot1)/666160(Bot1)/621493(Bot1)/519058(Bot1)/642136(Bot2)/592669(Bot2)/663550(Bot2)/500871(Bot3)/595453(Bot10)/650859(Bot10)/683021(Bot10),672724(Top1)/519317(Top1)/650402(Top1)/519203(Top1)/664056(Top2)/683011(Top2)/643396(Top2)/665828(Top2)/624431(Top3)/518934(Top9)/641856(Top9),642136(Top1)(c)-663550(Top1)(1b)-500871(Top1)(2b)-519058(Top1)(3b)-687263(Top1)(ss)-621493(Top1)(lf)-666160(Top1)(cf)-592669(Top1)(rf)/623205(Top9)(2b)/595453(Top10)(c),624431(Bot1)(c)-519203(Bot1)(1b)-650402(Bot1)(2b)-672724(Bot1)(3b)-683011(Bot1)(ss)-643396(Bot1)(lf)-664056(Bot1)(cf)-665828(Bot1)(rf)/543309(Bot9)(c)
athletics,red-sox,2023,7,17,717366,OAK,BOS,https://www.mlb.com/gameday/red-sox-vs-athletics/2023/07/17/717366/final/box,https://www.mlb.com/gameday/red-sox-vs-athletics/2023/07/17/717366/final/summary/all,621112(Top1)/594580(Top6)/665734(Top8),657514(Bot1)/601713(Bot3)/455119(Bot9),680869(Bot1)/672478(Bot1)/676116(Bot1)/667670(Bot1)/691016(Bot2)/669127(Bot2)/668709(Bot2)/669397(Bot3)/664913(Bot3)/649557(Bot6)/642137(Bot9),680776(Top1)/657077(Top1)/457759(Top1)/807799(Top1)/594807(Top2)/671213(Top2)/624414(Top2)/657136(Top2)/644374(Top2),669127(Top1)(c)-676116(Top1)(1b)-680869(Top1)(2b)-672478(Top1)(3b)-669397(Top1)(ss)-667670(Top1)(lf)-668709(Top1)(cf)-664913(Top1)(rf)/649557(Top7)(3b)/642137(Top8)(rf),657136(Bot1)(c)-671213(Bot1)(1b)-624414(Bot1)(2b)-457759(Bot1)(3b)-644374(Bot1)(ss)-680776(Bot1)(lf)-594807(Bot1)(cf)-657077(Bot1)(rf)
cardinals,marlins,2023,7,17,717374,STL,MIA,https://www.mlb.com/gameday/marlins-vs-cardinals/2023/07/17/717374/final/box,https://www.mlb.com/gameday/marlins-vs-cardinals/2023/07/17/717374/final/summary/all,571945(Top1)/572193(Top7)/606149(Top7)/663855(Top9),666200(Bot1)/608638(Bot5)/571670(Bot6)/663773(Bot7)/640462(Bot8),666185(Bot1)/502671(Bot1)/571448(Bot1)/575929(Bot2)/691023(Bot2)/657557(Bot2)/671056(Bot2)/663457(Bot2)/665877(Bot3)/669357(Bot6),650333(Top1)/624585(Top1)/643265(Top1)/660821(Top2)/650559(Top2)/516416(Top2)/621563(Top2)/663743(Top2)/667472(Top3)/641658(Top9),671056(Top1)(c)-502671(Top1)(1b)-665877(Top1)(2b)-571448(Top1)(3b)-657557(Top1)(ss)-663457(Top1)(lf)-666185(Top1)(cf)-691023(Top1)(rf)/669357(Top7)(2b),663743(Bot1)(c)-643265(Bot1)(1b)-650333(Bot1)(2b)-516416(Bot1)(3b)-621563(Bot1)(ss)-650559(Bot1)(lf)-667472(Bot1)(cf)-660821(Bot1)(rf)
cubs,nationals,2023,7,17,717370,CHC,WSH,https://www.mlb.com/gameday/nationals-vs-cubs/2023/07/17/717370/final/box,https://www.mlb.com/gameday/nationals-vs-cubs/2023/07/17/717370/final/summary/all,592767(Top1)/694037(Top7)/643410(Top8)/657240(Top9),669022(Bot1)/666168(Bot7)/640448(Bot8),663538(Bot1)/673548(Bot1)/664023(Bot1)/641355(Bot2)/543228(Bot2)/666624(Bot2)/641820(Bot2)/665804(Bot2)/621550(Bot2)/670156(Bot8)/643565(Bot8),682928(Top1)/657041(Top1)/600869(Top1)/608841(Top1)/660688(Top1)/656448(Top1)/642086(Top2)/671277(Top2)/669743(Top2),543228(Top1)(c)-641820(Top1)(1b)-666624(Top1)(2b)-621550(Top1)(3b)-663538(Top1)(ss)-664023(Top1)(lf)-641355(Top1)(cf)-673548(Top1)(rf)/571466(Top9)(c)-643565(Top9)(cf),660688(Bot1)(c)-642086(Bot1)(1b)-671277(Bot1)(2b)-600869(Bot1)(3b)-682928(Bot1)(ss)-656448(Bot1)(lf)-669743(Bot1)(cf)-657041(Bot1)(rf)
mariners,twins,2023,7,17,717365,SEA,MIN,https://www.mlb.com/gameday/twins-vs-mariners/2023/07/17/717365/final/box,https://www.mlb.com/gameday/twins-vs-mariners/2023/07/17/717365/final/summary/all,669302(Top1)/642100(Top6)/666374(Top6)/662253(Top7)/686654(Top9)/623149(Top9),543243(Bot1)/661383(Bot6)/605347(Bot8),641487(Bot1)/677594(Bot1)/672284(Bot1)/553993(Bot2)/663728(Bot2)/606192(Bot2)/664034(Bot2)/645801(Bot3)/676609(Bot3),621043(Top1)/666397(Top1)/621439(Top1)/666135(Top1)/456781(Top2)/596146(Top2)/680777(Top2)/608336(Top2)/572191(Top3)/670242(Top8),663728(Top1)(c)-664034(Top1)(1b)-676609(Top1)(2b)-553993(Top1)(3b)-641487(Top1)(ss)-672284(Top1)(lf)-677594(Top1)(cf)-606192(Top1)(rf),680777(Bot1)(c)-666135(Bot1)(1b)-666397(Bot1)(2b)-456781(Bot1)(3b)-621043(Bot1)(ss)-608336(Bot1)(lf)-572191(Bot1)(cf)-596146(Bot1)(rf)/670242(Bot8)(lf)
