game_pk,event_types
718750,Game Advisory,Double,Groundout,Home Run,Double Play,Pop Out,Sac Fly,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718752,Field Error,Game Advisory,Passed Ball,Double,Groundout,Home Run,Pop Out,Fielders Choice,Sac Fly,Triple,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718754,Field Error,Game Advisory,Double,Groundout,Home Run,Injury,Lineout,Pop Out,Fielders Choice,Pickoff Error 2B,Defensive Sub,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Forceout,Hit By Pitch,Wild Pitch,Grounded Into DP
718761,Field Error,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Stolen Base 3B,Triple,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718756,Walk,Strikeout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Wild Pitch
718751,Field Error,Game Advisory,Passed Ball,Double,Groundout,Double Play,Pop Out,Fielders Choice,Sac Fly,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Grounded Into DP
718762,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Fielders Choice,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718740,Walk,Strikeout,Lineout,Pop Out,Disengagement Violation,Game Advisory,Offensive Substitution,Flyout,Bunt Groundout,Defensive Sub,Double,Single,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Hit By Pitch,Wild Pitch
718737,Sac Fly,Walk,Strikeout,Lineout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Hit By Pitch,Wild Pitch,Grounded Into DP
718738,Field Error,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Sac Fly,Triple,Forceout,Strikeout Double Play,Walk,Strikeout,Offensive Substitution,Flyout,Single,Pitching Substitution,Lineout,Fielders Choice Out,Wild Pitch,Grounded Into DP
718736,Walk,Strikeout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Grounded Into DP,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Forceout,Stolen Base 3B
718735,Field Error,Intent Walk,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Caught Stealing 2B,Stolen Base 3B,Lineout,Pop Out,Bunt Groundout,Defensive Sub,Bunt Pop Out,Runner Placed On Base,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Forceout,Wild Pitch,Grounded Into DP
718741,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Wild Pitch,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Forceout,Grounded Into DP
718743,Sac Fly,Walk,Strikeout,Pop Out,Passed Ball,Flyout,Single,Double,Pitching Substitution,Groundout,Lineout,Caught Stealing 2B,Grounded Into DP
718733,Walk,Pickoff Caught Stealing 2B,Strikeout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Bunt Groundout,Defensive Sub,Single,Pitching Substitution,Forceout,Home Run,Groundout,Lineout,Wild Pitch,Stolen Base 3B
718739,Walk,Strikeout,Lineout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Double,Single,Pitching Substitution,Balk,Groundout,Home Run,Caught Stealing 2B,Grounded Into DP
718742,Walk,Strikeout,Lineout,Fielders Choice Out,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Forceout,Stolen Base 2B,Groundout,Home Run,Hit By Pitch,Wild Pitch
718744,Walk,Strikeout,Double Play,Intent Walk,Pop Out,Offensive Substitution,Passed Ball,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Wild Pitch
718745,Hit By Pitch,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Bunt Groundout,Single,Double,Pitching Substitution,Forceout,Home Run,Groundout,Lineout,Fielders Choice Out,Wild Pitch,Grounded Into DP
718747,Error,Sac Fly,Walk,Strikeout,Flyout,Single,Pitching Substitution,Wild Pitch,Home Run,Stolen Base 3B,Groundout,Lineout,Hit By Pitch,Caught Stealing 2B,Grounded Into DP
718723,Field Error,Intent Walk,Double,Groundout,Home Run,Caught Stealing 2B,Lineout,Pop Out,Defensive Sub,Runner Placed On Base,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Catcher Interference,Pitching Substitution,Forceout,Hit By Pitch,Grounded Into DP
718721,Field Error,Intent Walk,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Defensive Indiff,Pop Out,Bunt Groundout,Fielders Choice,Sac Fly,Triple,Runner Placed On Base,Sac Bunt,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718727,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Single,Double,Pitching Substitution,Forceout,Home Run,Wild Pitch,Groundout,Lineout,Caught Stealing 2B,Grounded Into DP
718720,Field Error,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Home Run,Stolen Base 3B,Groundout,Lineout,Hit By Pitch,Forceout,Grounded Into DP
718729,Walk,Strikeout,Pop Out,Game Advisory,Triple,Flyout,Offensive Substitution,Defensive Switch,Single,Double,Pitching Substitution,Defensive Sub,Home Run,Groundout,Lineout,Grounded Into DP
718732,Field Error,Game Advisory,Stolen Base 2B,Groundout,Home Run,Pop Out,Sac Fly,Pickoff Error 2B,Defensive Sub,Forceout,Walk,Strikeout,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch
718722,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Sub,Defensive Switch,Single,Double,Pitching Substitution,Groundout,Home Run,Grounded Into DP
718726,Field Error,Walk,Injury,Strikeout,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718724,Field Error,Walk,Strikeout,Double Play,Intent Walk,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Wild Pitch,Home Run,Groundout,Lineout,Forceout,Grounded Into DP
718728,,Game Advisory,Bunt Lineout,Double,Groundout,Home Run,Pop Out,Fielders Choice Out,Triple,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Catcher Interference,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718719,Walk,Strikeout,Stolen Base 3B,Pop Out,Triple,Game Advisory,Flyout,Offensive Substitution,Double,Single,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718730,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Forceout,Grounded Into DP
718725,Walk,Strikeout,Lineout,Pop Out,Triple,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Balk,Home Run,Stolen Base 2B,Groundout,Forceout
718705,Walk,Pickoff Caught Stealing 2B,Strikeout,Pop Out,Game Advisory,Passed Ball,Flyout,Pickoff 1B,Single,Double,Pitching Substitution,Wild Pitch,Home Run,Groundout,Lineout,Forceout,Grounded Into DP
718707,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Error,Pop Out,Sac Fly,Triple,Defensive Sub,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Grounded Into DP
718712,,Double,Stolen Base 2B,Groundout,Home Run,Double Play,Pop Out,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718711,Walk,Strikeout,Lineout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Forceout,Grounded Into DP
718703,Field Error,Game Advisory,Double,Groundout,Home Run,Caught Stealing 2B,Pop Out,Sac Fly,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718706,Error,Field Error,Sac Fly,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Double,Single,Pitching Substitution,Home Run,Groundout,Lineout,Wild Pitch
718714,Walk,Strikeout,Lineout,Game Advisory,Flyout,Single,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Grounded Into DP
718717,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Defensive Indiff,Caught Stealing 2B,Hit By Pitch,Pop Out,Pickoff Error 1B,Ejection,Sac Fly,Defensive Sub,Sac Bunt,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Fielders Choice Out,Grounded Into DP
718709,Walk,Strikeout,Pop Out,Game Advisory,Flyout,Single,Double,Pitching Substitution,Home Run,Groundout,Lineout,Hit By Pitch,Forceout,Grounded Into DP
718713,Field Error,Walk,Strikeout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout
718708,Walk,Strikeout,Double Play,Lineout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Forceout,Stolen Base 2B,Groundout,Home Run,Wild Pitch
718710,Walk,Strikeout,Double Play,Lineout,Pop Out,Game Advisory,Flyout,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Forceout
718696,Field Error,Sac Fly,Walk,Strikeout,Lineout,Pop Out,Offensive Substitution,Triple,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Forceout,Grounded Into DP
718689,Field Error,Intent Walk,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Stolen Base 3B,Pop Out,Defensive Sub,Runner Placed On Base,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Pickoff Caught Stealing 2B,Lineout,Hit By Pitch,Wild Pitch
718698,Walk,Pickoff Caught Stealing 2B,Strikeout,Offensive Substitution,Game Advisory,Flyout,Defensive Switch,Defensive Sub,Double,Single,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Grounded Into DP
718697,Sac Fly,Walk,Strikeout,Double Play,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Forceout,Grounded Into DP
718691,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Forceout,Groundout,Home Run,Hit By Pitch,Wild Pitch,Grounded Into DP
718701,Field Error,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Sub,Defensive Switch,Single,Double,Pitching Substitution,Passed Ball,Stolen Base 2B,Groundout,Home Run,Caught Stealing 2B
718704,Sac Fly,Walk,Pickoff Caught Stealing 2B,Strikeout,Game Advisory,Offensive Substitution,Flyout,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Caught Stealing 2B,Forceout,Grounded Into DP
718694,Strikeout Double Play,Fielders Choice,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Double,Single,Pitching Substitution,Wild Pitch,Home Run,Groundout,Lineout,Forceout
718702,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Stolen Base 3B,Double Play,Pop Out,Balk,Fielders Choice,Sac Fly,Defensive Sub,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718692,Walk,Strikeout,Double Play,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Single,Double,Pitching Substitution,Home Run,Groundout,Lineout,Hit By Pitch,Forceout,Grounded Into DP
718695,Field Error,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Sub,Defensive Switch,Single,Double,Ejection,Pitching Substitution,Groundout,Home Run,Forceout,Grounded Into DP
718699,Double,Stolen Base 2B,Groundout,Home Run,Caught Stealing 2B,Stolen Base 3B,Pop Out,Ejection,Sac Fly,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Pickoff 1B,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718681,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Sac Fly,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Fielders Choice Out,Wild Pitch,Grounded Into DP
718683,Game Advisory,Passed Ball,Double,Groundout,Home Run,Pop Out,Triple,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718682,Walk,Strikeout,Pop Out,Flyout,Defensive Sub,Single,Double,Pitching Substitution,Forceout,Groundout,Lineout,Caught Stealing 2B
718686,Walk,Strikeout,Lineout,Pop Out,Offensive Substitution,Flyout,Defensive Sub,Single,Double,Pitching Substitution,Home Run,Groundout,Forceout
718690,Field Error,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Fielders Choice Out,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Pickoff 1B,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718687,Fielders Choice,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Double,Single,Pitching Substitution,Pickoff Error 1B,Groundout,Home Run,Hit By Pitch,Forceout
718670,Field Error,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Caught Stealing Home,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Wild Pitch,Grounded Into DP
718676,Field Error,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Stolen Base 3B,Pop Out,Sac Fly,Sac Bunt,Forceout,Walk,Strikeout,Flyout,Single,Pitching Substitution,Lineout,Wild Pitch,Grounded Into DP
718674,Sac Fly,Walk,Strikeout,Pop Out,Game Advisory,Passed Ball,Flyout,Single,Double,Pitching Substitution,Forceout,Home Run,Wild Pitch,Groundout,Lineout,Caught Stealing 2B,Grounded Into DP
718675,Walk,Strikeout,Pop Out,Single,Double,Pitching Substitution,Groundout,Lineout,Hit By Pitch,Forceout,Grounded Into DP
718671,Passed Ball,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Sac Fly,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Pickoff 1B,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718680,Field Error,Game Advisory,Stolen Base 2B,Groundout,Home Run,Injury,Double Play,Pop Out,Bunt Groundout,Triple,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Grounded Into DP
718677,Walk,Strikeout,Double Play,Pop Out,Offensive Substitution,Flyout,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Wild Pitch
718693,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Sac Fly Double Play,Pop Out,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718688,Passed Ball,Double,Stolen Base 2B,Groundout,Home Run,Stolen Base 3B,Pop Out,Balk,Fielders Choice,Sac Fly,Defensive Sub,Forceout,Strikeout Double Play,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Wild Pitch,Grounded Into DP
718685,Walk,Strikeout,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Defensive Sub,Double,Single,Pitching Substitution,Wild Pitch,Home Run,Stolen Base 2B,Groundout,Lineout,Caught Stealing 2B,Forceout,Grounded Into DP
718679,Pickoff Caught Stealing 2B,Walk,Strikeout,Pop Out,Game Advisory,Triple,Flyout,Offensive Substitution,Defensive Switch,Double,Single,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Lineout,Forceout,Stolen Base 3B
718678,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Flyout,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Home Run,Hit By Pitch,Defensive Indiff,Forceout,Grounded Into DP
718673,Field Error,Double,Stolen Base 2B,Groundout,Home Run,Pop Out,Sac Fly,Triple,Defensive Sub,Forceout,Walk,Strikeout,Flyout,Single,Pitching Substitution,Pickoff Caught Stealing 2B,Lineout,Wild Pitch,Grounded Into DP
718684,Walk,Strikeout,Lineout,Intent Walk,Pop Out,Offensive Substitution,Flyout,Defensive Switch,Double,Single,Pitching Substitution,Groundout,Forceout,Sac Bunt,Wild Pitch,Grounded Into DP,Runner Placed On Base
718657,Field Error,Walk,Strikeout,Game Advisory,Flyout,Defensive Sub,Single,Double,Pitching Substitution,Balk,Home Run,Stolen Base 2B,Groundout,Lineout,Hit By Pitch,Defensive Indiff,Caught Stealing 2B,Grounded Into DP
718659,Intent Walk,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Fielders Choice,Fielders Choice Out,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718660,Sac Fly,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Flyout,Defensive Sub,Defensive Switch,Single,Double,Pitching Substitution,Groundout,Home Run,Hit By Pitch,Forceout,Grounded Into DP
718656,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Injury,Pop Out,Bunt Groundout,Balk,Sac Fly,Fielders Choice Out,Triple,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
718672,Game Advisory,Double,Groundout,Home Run,Pop Out,Bunt Groundout,Sac Fly,Defensive Sub,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718663,Walk,Strikeout,Lineout,Intent Walk,Pop Out,Offensive Substitution,Flyout,Defensive Sub,Pickoff 1B,Single,Double,Pitching Substitution,Stolen Base 2B,Groundout,Forceout,Hit By Pitch,Sac Bunt,Grounded Into DP
718661,Field Error,Walk,Strikeout,Pop Out,Game Advisory,Flyout,Single,Double,Pitching Substitution,Wild Pitch,Home Run,Groundout,Lineout,Hit By Pitch,Forceout
718664,Sac Fly,Walk,Strikeout,Lineout,Pop Out,Triple,Offensive Substitution,Flyout,Single,Double,Pitching Substitution,Home Run,Stolen Base 2B,Groundout,Forceout,Caught Stealing 2B,Wild Pitch,Grounded Into DP
718668,Field Error,Intent Walk,Passed Ball,Double,Stolen Base 2B,Groundout,Home Run,Double Play,Pop Out,Sac Fly,Defensive Sub,Sac Bunt,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Lineout,Fielders Choice Out,Wild Pitch,Grounded Into DP
718662,Game Advisory,Double,Stolen Base 2B,Groundout,Home Run,Lineout,Pop Out,Sac Fly,Pickoff Error 2B,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Pitching Substitution,Forceout,Hit By Pitch,Wild Pitch,Grounded Into DP
718665,Game Advisory,Double,Groundout,Home Run,Pop Out,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Catcher Interference,Pitching Substitution,Lineout,Hit By Pitch,Wild Pitch,Grounded Into DP
718658,Sac Fly,Walk,Strikeout,Lineout,Pop Out,Game Advisory,Offensive Substitution,Flyout,Defensive Sub,Double,Single,Pitching Substitution,Groundout,Home Run,Sac Bunt,Wild Pitch,Grounded Into DP
718667,Field Error,Double,Groundout,Home Run,Pop Out,Sac Fly,Defensive Sub,Forceout,Walk,Strikeout,Offensive Substitution,Flyout,Defensive Switch,Single,Catcher Interference,Pitching Substitution,Lineout,Hit By Pitch,Grounded Into DP
